<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.30	03:31:00	4053.888	4054.094	4052.711	4053.584	275	0	240
2026.07.30	03:32:00	4053.527	4054.209	4052.280	4053.227	248	0	240
2026.07.30	03:33:00	4053.168	4054.210	4052.232	4054.200	281	0	240
2026.07.30	03:34:00	4054.004	4055.139	4052.793	4053.914	268	0	240
2026.07.30	03:35:00	4053.769	4055.003	4053.654	4054.760	299	0	240
2026.07.30	03:36:00	4054.457	4055.813	4050.739	4051.393	350	0	240
2026.07.30	03:37:00	4051.334	4052.570	4050.765	4052.387	220	0	240
2026.07.30	03:38:00	4052.657	4053.234	4051.755	4052.155	192	0	240
2026.07.30	03:39:00	4052.150	4052.394	4050.672	4051.527	192	0	240
2026.07.30	03:40:00	4051.538	4053.690	4051.332	4053.490	153	0	240
2026.07.30	03:41:00	4053.564	4053.908	4052.666	4053.015	227	0	240
2026.07.30	03:42:00	4053.066	4053.608	4052.100	4053.582	178	0	240
2026.07.30	03:43:00	4053.433	4053.577	4052.445	4052.755	167	0	240
2026.07.30	03:44:00	4052.705	4053.358	4051.726	4052.576	182	0	240
2026.07.30	03:45:00	4052.432	4055.855	4052.049	4055.023	282	0	240
2026.07.30	03:46:00	4055.151	4055.884	4053.922	4054.592	207	0	240
2026.07.30	03:47:00	4054.315	4056.803	4054.315	4055.187	190	0	240
2026.07.30	03:48:00	4055.386	4057.338	4054.674	4057.287	208	0	240
2026.07.30	03:49:00	4057.226	4058.302	4056.703	4057.928	216	0	240
2026.07.30	03:50:00	4057.797	4058.588	4057.273	4058.444	195	0	240
2026.07.30	03:51:00	4058.497	4059.149	4057.950	4058.317	167	0	240
2026.07.30	03:52:00	4058.220	4059.434	4058.141	4058.885	174	0	240
2026.07.30	03:53:00	4058.881	4059.500	4058.263	4058.639	213	0	240
2026.07.30	03:54:00	4058.675	4059.316	4058.169	4058.443	144	0	240
2026.07.30	03:55:00	4058.213	4058.947	4057.539	4058.328	163	0	240
2026.07.30	03:56:00	4058.375	4059.202	4058.251	4059.074	88	0	240
2026.07.30	03:57:00	4059.059	4059.663	4057.598	4057.598	133	0	240
2026.07.30	03:58:00	4057.833	4058.133	4056.616	4056.911	149	0	240
2026.07.30	03:59:00	4056.943	4059.040	4056.856	4058.764	148	0	240
2026.07.30	04:00:00	4059.019	4060.189	4057.885	4059.143	298	0	240
2026.07.30	04:01:00	4059.257	4059.867	4057.893	4059.154	202	0	240
2026.07.30	04:02:00	4059.098	4060.196	4058.876	4059.686	209	0	240
2026.07.30	04:03:00	4059.408	4060.307	4056.577	4057.081	221	0	240
2026.07.30	04:04:00	4057.029	4057.386	4055.476	4056.785	193	0	240
2026.07.30	04:05:00	4056.673	4056.816	4055.435	4055.935	210	0	240
2026.07.30	04:06:00	4055.990	4056.193	4054.878	4054.939	190	0	240
2026.07.30	04:07:00	4054.905	4056.418	4054.507	4056.418	172	0	240
2026.07.30	04:08:00	4056.216	4057.007	4056.167	4056.932	138	0	240
2026.07.30	04:09:00	4056.981	4057.108	4056.044	4056.182	131	0	240
2026.07.30	04:10:00	4056.050	4056.724	4054.705	4055.037	140	0	240
2026.07.30	04:11:00	4054.833	4054.969	4052.651	4053.275	188	0	240
2026.07.30	04:12:00	4053.379	4054.773	4053.098	4054.412	133	0	240
2026.07.30	04:13:00	4054.397	4054.469	4053.748	4054.189	105	0	240
2026.07.30	04:14:00	4054.203	4054.805	4053.194	4053.417	136	0	240
2026.07.30	04:15:00	4053.365	4054.405	4052.899	4054.163	140	0	240
2026.07.30	04:16:00	4054.380	4054.846	4053.350	4054.226	131	0	240
2026.07.30	04:17:00	4054.075	4054.343	4053.379	4053.785	128	0	240
2026.07.30	04:18:00	4053.846	4053.960	4053.093	4053.903	122	0	240
2026.07.30	04:19:00	4053.704	4054.189	4051.957	4052.287	134	0	240
2026.07.30	04:20:00	4052.305	4053.195	4050.744	4052.862	203	0	240
2026.07.30	04:21:00	4052.910	4053.830	4052.664	4053.091	156	0	240
2026.07.30	04:22:00	4053.090	4053.090	4051.690	4052.387	145	0	240
2026.07.30	04:23:00	4052.396	4052.793	4051.875	4052.448	106	0	240
2026.07.30	04:24:00	4052.445	4052.776	4052.036	4052.633	138	0	240
2026.07.30	04:25:00	4052.616	4053.258	4052.351	4052.767	125	0	240
2026.07.30	04:26:00	4052.858	4053.914	4052.558	4053.623	140	0	240
2026.07.30	04:27:00	4053.601	4055.346	4053.601	4054.571	121	0	240
2026.07.30	04:28:00	4054.827	4054.827	4053.281	4053.542	114	0	240
2026.07.30	04:29:00	4053.545	4054.475	4053.288	4054.165	137	0	240
2026.07.30	04:30:00	4053.905	4053.974	4052.220	4052.472	143	0	240
2026.07.30	04:31:00	4052.271	4053.664	4052.256	4053.216	139	0	240
2026.07.30	04:32:00	4053.177	4053.249	4051.850	4052.049	93	0	240
2026.07.30	04:33:00	4052.110	4053.064	4051.950	4052.592	125	0	240
2026.07.30	04:34:00	4052.528	4052.585	4051.340	4051.730	130	0	240
2026.07.30	04:35:00	4051.780	4052.308	4051.320	4051.855	129	0	240
2026.07.30	04:36:00	4051.898	4052.263	4051.138	4051.181	109	0	240
2026.07.30	04:37:00	4051.180	4051.804	4050.865	4051.570	116	0	240
2026.07.30	04:38:00	4051.672	4051.672	4049.560	4050.097	212	0	240
2026.07.30	04:39:00	4050.046	4050.344	4049.058	4049.926	115	0	240
2026.07.30	04:40:00	4049.703	4049.952	4048.210	4049.395	202	0	240
2026.07.30	04:41:00	4049.371	4049.739	4047.820	4048.065	156	0	240
2026.07.30	04:42:00	4048.051	4048.450	4047.481	4047.869	109	0	240
2026.07.30	04:43:00	4047.876	4048.667	4047.747	4048.346	113	0	240
2026.07.30	04:44:00	4048.346	4050.315	4048.346	4048.731	173	0	240
2026.07.30	04:45:00	4048.671	4049.954	4048.156	4049.860	169	0	240
2026.07.30	04:46:00	4049.825	4051.762	4049.465	4051.426	180	0	240
2026.07.30	04:47:00	4051.377	4052.014	4049.227	4049.504	193	0	240
2026.07.30	04:48:00	4049.509	4049.509	4046.562	4046.907	179	0	240
2026.07.30	04:49:00	4046.655	4047.541	4046.206	4046.939	189	0	240
2026.07.30	04:50:00	4046.910	4047.148	4045.920	4046.608	134	0	240
2026.07.30	04:51:00	4046.554	4048.325	4046.222	4047.712	271	0	240
2026.07.30	04:52:00	4047.613	4048.220	4046.762	4047.713	212	0	240
2026.07.30	04:53:00	4047.711	4048.106	4046.983	4047.694	169	0	240
2026.07.30	04:54:00	4047.620	4048.276	4047.278	4047.673	163	0	240
2026.07.30	04:55:00	4047.563	4048.044	4046.699	4047.321	173	0	240
2026.07.30	04:56:00	4047.374	4047.458	4045.840	4046.761	149	0	240
2026.07.30	04:57:00	4046.649	4047.317	4045.573	4046.419	141	0	240
2026.07.30	04:58:00	4046.470	4046.839	4044.228	4046.620	280	0	240
2026.07.30	04:59:00	4046.671	4047.186	4045.860	4046.138	159	0	240
2026.07.30	05:00:00	4046.190	4046.252	4043.307	4044.326	260	0	240
2026.07.30	05:01:00	4044.501	4045.744	4041.870	4042.688	314	0	240
2026.07.30	05:02:00	4042.705	4043.918	4041.666	4042.839	253	0	240
2026.07.30	05:03:00	4042.888	4044.132	4041.977	4043.658	238	0	240
2026.07.30	05:04:00	4043.858	4045.502	4043.665	4044.584	227	0	240
2026.07.30	05:05:00	4044.813	4045.178	4043.087	4043.409	235	0	240
2026.07.30	05:06:00	4043.387	4044.702	4043.211	4044.109	291	0	240
2026.07.30	05:07:00	4044.180	4044.632	4041.750	4042.638	304	0	240
2026.07.30	05:08:00	4042.435	4044.043	4042.435	4043.963	237	0	240
2026.07.30	05:09:00	4043.903	4045.537	4043.893	4045.096	216	0	240
2026.07.30	05:10:00	4044.856	4045.557	4043.970	4045.103	224	0	240
2026.07.30	05:11:00	4045.052	4045.616	4044.167	4044.328	204	0	240
2026.07.30	05:12:00	4044.380	4045.346	4043.819	4044.565	228	0	240
2026.07.30	05:13:00	4044.515	4045.818	4044.406	4044.764	179	0	240
2026.07.30	05:14:00	4044.736	4045.895	4044.696	4045.815	148	0	240
2026.07.30	05:15:00	4045.865	4046.415	4044.762	4045.571	187	0	240
2026.07.30	05:16:00	4045.271	4045.980	4044.502	4045.353	276	0	240
2026.07.30	05:17:00	4045.407	4045.546	4042.044	4042.323	271	0	240
2026.07.30	05:18:00	4042.391	4042.503	4037.387	4039.218	393	0	240
2026.07.30	05:19:00	4039.223	4042.081	4039.030	4042.081	237	0	240
2026.07.30	05:20:00	4041.843	4043.792	4041.563	4043.375	246	0	240
2026.07.30	05:21:00	4043.434	4044.495	4041.876	4042.135	185	0	240
2026.07.30	05:22:00	4042.020	4043.588	4041.066	4043.398	260	0	240
2026.07.30	05:23:00	4043.344	4044.144	4041.797	4044.144	267	0	240
2026.07.30	05:24:00	4043.834	4044.438	4043.069	4043.944	170	0	240
2026.07.30	05:25:00	4043.894	4044.849	4043.606	4043.799	210	0	240
2026.07.30	05:26:00	4043.887	4043.937	4042.817	4043.717	253	0	240
2026.07.30	05:27:00	4043.474	4045.182	4043.474	4045.182	198	0	240
2026.07.30	05:28:00	4045.237	4047.378	4045.107	4046.632	210	0	240
2026.07.30	05:29:00	4046.645	4047.039	4046.027	4047.037	164	0	240
2026.07.30	05:30:00	4046.777	4050.495	4045.327	4050.208	297	0	240
2026.07.30	05:31:00	4050.394	4051.308	4048.966	4050.607	205	0	240
2026.07.30	05:32:00	4050.614	4050.614	4047.230	4047.389	229	0	240
2026.07.30	05:33:00	4047.218	4049.664	4047.160	4048.441	388	0	240
2026.07.30	05:34:00	4048.470	4048.807	4046.342	4048.163	343	0	240
2026.07.30	05:35:00	4048.235	4048.235	4042.235	4043.593	449	0	240
2026.07.30	05:36:00	4043.532	4044.528	4040.296	4040.652	584	0	240
2026.07.30	05:37:00	4040.476	4041.063	4033.362	4033.841	845	0	240
2026.07.30	05:38:00	4033.902	4034.554	4028.299	4032.582	784	0	240
2026.07.30	05:39:00	4032.450	4034.311	4030.561	4031.673	561	0	240
2026.07.30	05:40:00	4031.553	4036.683	4029.719	4035.350	605	0	240
2026.07.30	05:41:00	4035.571	4035.984	4033.372	4035.151	487	0	240
2026.07.30	05:42:00	4035.201	4036.883	4034.232	4036.705	487	0	240
2026.07.30	05:43:00	4036.654	4037.154	4033.747	4035.158	398	0	240
2026.07.30	05:44:00	4034.983	4036.853	4032.178	4033.461	536	0	240
2026.07.30	05:45:00	4033.513	4033.698	4031.280	4033.155	399	0	240
2026.07.30	05:46:00	4033.092	4038.470	4032.587	4036.125	650	0	240
2026.07.30	05:47:00	4036.223	4036.355	4033.441	4033.590	391	0	240
2026.07.30	05:48:00	4033.738	4034.855	4032.183	4032.183	373	0	240
2026.07.30	05:49:00	4032.383	4032.795	4030.684	4032.370	363	0	240
2026.07.30	05:50:00	4032.254	4034.888	4031.787	4033.900	347	0	240
2026.07.30	05:51:00	4033.849	4035.197	4033.290	4034.559	290	0	240
2026.07.30	05:52:00	4034.360	4035.029	4033.365	4034.089	303	0	240
2026.07.30	05:53:00	4034.152	4034.185	4030.664	4030.765	289	0	240
2026.07.30	05:54:00	4031.065	4033.229	4030.237	4033.075	324	0	240
2026.07.30	05:55:00	4033.014	4033.014	4029.959	4031.138	448	0	240
2026.07.30	05:56:00	4031.086	4035.294	4031.037	4035.053	289	0	240
2026.07.30	05:57:00	4035.066	4036.057	4033.584	4033.770	234	0	240
2026.07.30	05:58:00	4033.820	4034.824	4032.256	4034.154	238	0	240
2026.07.30	05:59:00	4034.442	4034.849	4033.332	4033.807	190	0	240
2026.07.30	06:00:00	4033.753	4038.515	4033.489	4036.069	275	0	240
2026.07.30	06:01:00	4035.930	4036.953	4034.808	4036.238	235	0	240
2026.07.30	06:02:00	4035.966	4037.538	4035.311	4036.297	199	0	240
2026.07.30	06:03:00	4036.494	4037.900	4035.325	4037.275	338	0	240
2026.07.30	06:04:00	4037.340	4038.283	4036.624	4038.081	233	0	240
2026.07.30	06:05:00	4038.133	4039.534	4037.805	4038.950	272	0	240
2026.07.30	06:06:00	4038.900	4038.900	4034.720	4036.857	489	0	240
2026.07.30	06:07:00	4036.922	4038.264	4035.928	4036.918	262	0	240
2026.07.30	06:08:00	4036.865	4038.634	4036.738	4037.294	345	0	240
2026.07.30	06:09:00	4037.598	4038.835	4035.104	4035.791	373	0	240
2026.07.30	06:10:00	4035.928	4037.190	4035.229	4035.863	377	0	240
2026.07.30	06:11:00	4035.810	4036.341	4033.415	4034.393	378	0	240
2026.07.30	06:12:00	4034.443	4034.626	4031.678	4033.425	366	0	240
2026.07.30	06:13:00	4033.235	4033.755	4031.316	4032.760	276	0	240
2026.07.30	06:14:00	4032.808	4033.799	4031.908	4032.384	296	0	240
2026.07.30	06:15:00	4032.333	4033.119	4030.788	4032.472	337	0	240
2026.07.30	06:16:00	4032.319	4033.698	4031.679	4033.208	314	0	240
2026.07.30	06:17:00	4033.149	4033.768	4032.511	4033.664	287	0	240
2026.07.30	06:18:00	4033.613	4033.662	4031.432	4031.789	272	0	240
2026.07.30	06:19:00	4031.797	4034.253	4031.430	4033.854	281	0	240
2026.07.30	06:20:00	4033.742	4035.110	4033.052	4033.816	320	0	240
2026.07.30	06:21:00	4033.875	4036.555	4033.497	4035.951	351	0	240
2026.07.30	06:22:00	4035.880	4039.423	4035.624	4038.367	371	0	240
2026.07.30	06:23:00	4038.318	4038.540	4036.654	4038.250	273	0	240
2026.07.30	06:24:00	4038.185	4038.605	4037.001	4037.276	313	0	240
2026.07.30	06:25:00	4037.590	4037.590	4035.317	4035.317	284	0	240
2026.07.30	06:26:00	4035.380	4036.014	4034.407	4035.402	290	0	240
2026.07.30	06:27:00	4035.350	4035.479	4030.991	4031.164	340	0	240
2026.07.30	06:28:00	4031.209	4032.137	4029.196	4030.908	374	0	240
2026.07.30	06:29:00	4030.959	4033.639	4030.312	4032.985	308	0	240
2026.07.30	06:30:00	4032.923	4035.227	4031.074	4031.915	399	0	240
2026.07.30	06:31:00	4031.967	4033.923	4031.096	4033.479	271	0	240
2026.07.30	06:32:00	4033.579	4036.364	4033.307	4035.635	246	0	240
2026.07.30	06:33:00	4035.562	4036.557	4035.341	4035.521	209	0	240
2026.07.30	06:34:00	4035.832	4035.935	4033.903	4035.237	248	0	240
2026.07.30	06:35:00	4035.290	4035.940	4034.652	4035.002	244	0	240
2026.07.30	06:36:00	4034.954	4035.450	4034.051	4035.012	197	0	240
2026.07.30	06:37:00	4035.022	4036.012	4034.748	4035.453	240	0	240
2026.07.30	06:38:00	4035.452	4036.934	4035.250	4035.952	310	0	240
2026.07.30	06:39:00	4035.971	4037.023	4035.868	4036.933	253	0	240
2026.07.30	06:40:00	4037.027	4037.327	4034.097	4035.650	274	0	240
2026.07.30	06:41:00	4035.707	4036.415	4034.937	4036.154	178	0	240
2026.07.30	06:42:00	4036.345	4038.173	4034.932	4037.571	302	0	240
2026.07.30	06:43:00	4037.463	4038.186	4035.523	4036.412	300	0	240
2026.07.30	06:44:00	4036.433	4036.903	4035.496	4035.610	240	0	240
2026.07.30	06:45:00	4035.557	4036.383	4034.301	4035.685	265	0	240
2026.07.30	06:46:00	4035.735	4037.838	4035.583	4037.319	269	0	240
2026.07.30	06:47:00	4037.265	4037.672	4035.940	4036.369	224	0	240
2026.07.30	06:48:00	4036.287	4036.463	4034.349	4035.680	258	0	240
2026.07.30	06:49:00	4035.729	4036.624	4034.210	4036.114	219	0	240
2026.07.30	06:50:00	4036.166	4036.966	4035.819	4036.104	235	0	240
2026.07.30	06:51:00	4036.065	4040.492	4036.013	4039.709	277	0	240
2026.07.30	06:52:00	4039.760	4040.378	4039.298	4039.516	210	0	240
2026.07.30	06:53:00	4039.383	4040.008	4038.015	4039.602	215	0	240
2026.07.30	06:54:00	4039.609	4040.208	4038.457	4038.663	245	0	240
2026.07.30	06:55:00	4038.686	4039.023	4037.728	4038.288	166	0	240
2026.07.30	06:56:00	4038.317	4038.541	4035.985	4036.261	165	0	240
2026.07.30	06:57:00	4036.209	4036.709	4035.092	4035.582	149	0	240
2026.07.30	06:58:00	4035.532	4036.279	4035.473	4035.601	163	0	240
2026.07.30	06:59:00	4035.550	4036.686	4035.278	4036.658	188	0	240
2026.07.30	07:00:00	4036.743	4040.122	4035.389	4039.825	238	0	240
2026.07.30	07:01:00	4039.697	4043.507	4039.007	4043.088	244	0	240
2026.07.30	07:02:00	4043.076	4045.981	4042.082	4045.153	288	0	240
2026.07.30	07:03:00	4045.099	4047.485	4043.557	4046.909	625	0	240
2026.07.30	07:04:00	4046.845	4047.780	4044.578	4044.832	466	0	240
2026.07.30	07:05:00	4044.944	4045.081	4042.607	4043.969	358	0	240
2026.07.30	07:06:00	4043.956	4045.023	4043.364	4044.590	328	0	240
2026.07.30	07:07:00	4044.542	4045.604	4043.695	4043.695	340	0	240
2026.07.30	07:08:00	4043.920	4045.104	4043.213	4043.378	290	0	240
2026.07.30	07:09:00	4043.349	4045.647	4042.868	4045.634	250	0	240
2026.07.30	07:10:00	4045.488	4045.935	4044.548	4045.935	298	0	240
2026.07.30	07:11:00	4045.886	4046.240	4044.648	4045.493	361	0	240
2026.07.30	07:12:00	4045.540	4047.550	4044.999	4047.295	343	0	240
2026.07.30	07:13:00	4047.547	4047.547	4045.833	4045.833	285	0	240
2026.07.30	07:14:00	4045.876	4046.721	4043.847	4046.692	299	0	240
2026.07.30	07:15:00	4046.576	4049.105	4046.306	4047.237	363	0	240
2026.07.30	07:16:00	4047.261	4050.098	4046.921	4047.526	342	0	240
2026.07.30	07:17:00	4047.472	4049.282	4046.910	4048.985	289	0	240
2026.07.30	07:18:00	4048.988	4050.672	4047.909	4049.660	290	0	240
2026.07.30	07:19:00	4049.587	4051.392	4048.756	4049.761	309	0	240
2026.07.30	07:20:00	4049.760	4050.471	4045.579	4045.664	283	0	240
2026.07.30	07:21:00	4045.825	4046.445	4044.506	4045.799	268	0	240
2026.07.30	07:22:00	4045.749	4046.745	4045.268	4046.158	192	0	240
2026.07.30	07:23:00	4046.052	4046.771	4044.844	4046.411	274	0	240
2026.07.30	07:24:00	4046.158	4047.939	4046.038	4047.939	219	0	240
2026.07.30	07:25:00	4047.886	4048.188	4045.160	4046.466	220	0	240
2026.07.30	07:26:00	4046.676	4046.898	4045.538	4046.043	221	0	240
2026.07.30	07:27:00	4045.860	4046.493	4044.692	4044.981	205	0	240
2026.07.30	07:28:00	4044.929	4046.030	4043.427	4044.042	357	0	240
2026.07.30	07:29:00	4043.984	4046.337	4043.024	4045.717	304	0	240
2026.07.30	07:30:00	4045.742	4046.234	4042.468	4044.073	358	0	240
2026.07.30	07:31:00	4044.300	4044.400	4042.265	4042.820	237	0	240
2026.07.30	07:32:00	4042.725	4042.806	4040.540	4040.780	216	0	240
2026.07.30	07:33:00	4040.829	4041.666	4040.497	4041.015	218	0	240
2026.07.30	07:34:00	4041.073	4041.926	4040.188	4041.277	242	0	240
2026.07.30	07:35:00	4041.258	4042.139	4040.530	4041.168	240	0	240
2026.07.30	07:36:00	4041.189	4041.303	4039.269	4040.038	230	0	240
2026.07.30	07:37:00	4039.971	4040.159	4039.006	4039.832	223	0	240
2026.07.30	07:38:00	4040.133	4040.293	4036.079	4037.237	341	0	240
2026.07.30	07:39:00	4037.346	4040.605	4037.346	4040.345	228	0	240
2026.07.30	07:40:00	4040.402	4042.492	4040.241	4041.751	213	0	240
2026.07.30	07:41:00	4041.696	4044.277	4041.219	4042.843	246	0	240
2026.07.30	07:42:00	4042.802	4043.406	4042.331	4042.988	202	0	240
2026.07.30	07:43:00	4043.038	4045.279	4042.581	4045.226	265	0	240
2026.07.30	07:44:00	4045.289	4047.376	4044.663	4045.748	249	0	240
2026.07.30	07:45:00	4045.737	4046.568	4044.844	4045.769	178	0	240
2026.07.30	07:46:00	4046.001	4046.048	4043.592	4043.837	223	0	240
2026.07.30	07:47:00	4043.605	4043.901	4041.890	4041.965	232	0	240
2026.07.30	07:48:00	4042.014	4043.623	4041.953	4043.229	226	0	240
2026.07.30	07:49:00	4043.318	4043.480	4041.426	4042.006	189	0	240
2026.07.30	07:50:00	4041.892	4042.339	4040.265	4042.339	304	0	240
2026.07.30	07:51:00	4042.105	4043.945	4041.416	4043.766	278	0	240
2026.07.30	07:52:00	4043.453	4044.468	4042.495	4042.546	223	0	240
2026.07.30	07:53:00	4042.858	4045.467	4042.514	4045.467	214	0	240
2026.07.30	07:54:00	4045.326	4045.326	4040.636	4040.806	248	0	240
2026.07.30	07:55:00	4040.864	4041.267	4039.371	4039.887	293	0	240
2026.07.30	07:56:00	4039.771	4040.142	4038.193	4038.365	247	0	240
2026.07.30	07:57:00	4038.416	4039.823	4038.356	4038.602	163	0	240
2026.07.30	07:58:00	4038.606	4040.355	4038.061	4039.940	158	0	240
2026.07.30	07:59:00	4040.044	4041.046	4038.601	4038.908	194	0	240
2026.07.30	08:00:00	4038.635	4040.425	4036.592	4038.280	281	0	240
2026.07.30	08:01:00	4038.361	4039.653	4036.924	4039.485	200	0	240
2026.07.30	08:02:00	4039.521	4040.105	4037.600	4039.400	200	0	240
2026.07.30	08:03:00	4039.538	4041.862	4038.089	4041.043	398	0	240
2026.07.30	08:04:00	4041.172	4045.662	4040.981	4045.583	344	0	240
2026.07.30	08:05:00	4045.646	4048.850	4044.753	4048.039	459	0	240
2026.07.30	08:06:00	4047.988	4051.260	4047.197	4051.124	495	0	240
2026.07.30	08:07:00	4051.070	4053.709	4049.477	4052.378	430	0	240
2026.07.30	08:08:00	4052.429	4052.429	4049.353	4050.354	400	0	240
2026.07.30	08:09:00	4050.384	4051.456	4049.244	4050.425	452	0	240
2026.07.30	08:10:00	4050.291	4052.535	4049.276	4052.210	424	0	240
2026.07.30	08:11:00	4052.154	4052.749	4050.482	4051.766	258	0	240
2026.07.30	08:12:00	4051.837	4056.191	4051.837	4055.102	350	0	240
2026.07.30	08:13:00	4055.046	4055.057	4051.815	4052.456	313	0	240
2026.07.30	08:14:00	4052.535	4054.917	4051.782	4053.258	370	0	240
2026.07.30	08:15:00	4053.076	4054.710	4052.161	4053.811	285	0	240
2026.07.30	08:16:00	4053.992	4055.046	4053.532	4054.282	252	0	240
2026.07.30	08:17:00	4054.335	4056.036	4053.971	4054.737	290	0	240
2026.07.30	08:18:00	4054.885	4055.016	4053.151	4054.630	320	0	240
2026.07.30	08:19:00	4054.324	4056.979	4054.062	4056.680	298	0	240
2026.07.30	08:20:00	4056.735	4058.498	4055.590	4057.353	301	0	240
2026.07.30	08:21:00	4057.212	4060.182	4056.473	4059.465	345	0	240
2026.07.30	08:22:00	4059.416	4059.613	4057.358	4058.015	325	0	240
2026.07.30	08:23:00	4057.961	4063.455	4057.589	4062.934	324	0	240
2026.07.30	08:24:00	4062.878	4064.038	4059.955	4059.991	300	0	240
2026.07.30	08:25:00	4060.341	4063.349	4059.891	4063.113	213	0	240
2026.07.30	08:26:00	4063.163	4065.035	4061.670	4064.303	407	0	240
2026.07.30	08:27:00	4064.371	4068.466	4064.371	4064.772	363	0	240
2026.07.30	08:28:00	4065.083	4066.663	4064.772	4065.562	402	0	240
2026.07.30	08:29:00	4065.685	4065.953	4063.720	4064.675	368	0	240
2026.07.30	08:30:00	4064.597	4068.222	4063.323	4067.398	375	0	240
2026.07.30	08:31:00	4067.448	4069.987	4066.771	4069.582	477	0	240
2026.07.30	08:32:00	4069.632	4072.937	4069.474	4069.920	670	0	240
2026.07.30	08:33:00	4070.122	4070.168	4067.464	4068.862	556	0	240
2026.07.30	08:34:00	4068.926	4070.132	4067.682	4067.900	333	0	240
2026.07.30	08:35:00	4067.929	4068.597	4066.142	4066.668	513	0	240
2026.07.30	08:36:00	4066.716	4071.776	4066.434	4069.796	530	0	240
2026.07.30	08:37:00	4069.846	4070.768	4068.694	4068.713	340	0	240
2026.07.30	08:38:00	4068.956	4068.956	4064.354	4065.071	351	0	240
2026.07.30	08:39:00	4065.019	4065.603	4064.370	4064.599	180	0	240
2026.07.30	08:40:00	4064.723	4066.302	4063.467	4065.054	316	0	240
2026.07.30	08:41:00	4064.851	4065.123	4063.014	4063.591	229	0	240
2026.07.30	08:42:00	4063.878	4066.266	4063.431	4064.793	286	0	240
2026.07.30	08:43:00	4064.843	4065.631	4063.523	4065.062	316	0	240
2026.07.30	08:44:00	4065.004	4066.794	4064.724	4065.610	287	0	240
2026.07.30	08:45:00	4065.546	4069.000	4065.546	4068.243	322	0	240
2026.07.30	08:46:00	4068.208	4070.112	4067.727	4069.877	338	0	240
2026.07.30	08:47:00	4070.083	4070.928	4069.138	4069.872	230	0	240
2026.07.30	08:48:00	4069.928	4070.074	4064.174	4064.632	341	0	240
2026.07.30	08:49:00	4064.684	4065.009	4063.644	4063.830	220	0	240
2026.07.30	08:50:00	4063.994	4064.121	4062.802	4063.322	181	0	240
2026.07.30	08:51:00	4063.089	4064.466	4062.977	4063.604	184	0	240
2026.07.30	08:52:00	4063.802	4064.057	4060.377	4060.493	298	0	240
2026.07.30	08:53:00	4060.547	4061.219	4060.041	4060.377	216	0	240
2026.07.30	08:54:00	4060.404	4060.659	4059.768	4060.320	185	0	240
2026.07.30	08:55:00	4060.015	4060.692	4059.834	4060.418	181	0	240
2026.07.30	08:56:00	4060.475	4061.564	4059.480	4059.940	209	0	240
2026.07.30	08:57:00	4059.994	4060.630	4059.611	4060.150	138	0	240
2026.07.30	08:58:00	4060.212	4062.109	4059.844	4061.264	209	0	240
2026.07.30	08:59:00	4061.269	4062.042	4060.968	4061.296	130	0	240
2026.07.30	09:00:00	4061.607	4062.483	4061.039	4061.896	129	0	240
2026.07.30	09:01:00	4061.841	4062.983	4060.187	4062.457	132	0	240
2026.07.30	09:02:00	4062.656	4066.513	4062.144	4065.476	180	0	240
2026.07.30	09:03:00	4065.366	4066.028	4064.937	4065.024	195	0	240
2026.07.30	09:04:00	4064.971	4067.237	4064.897	4066.462	255	0	240
2026.07.30	09:05:00	4066.414	4067.401	4065.428	4066.925	246	0	240
2026.07.30	09:06:00	4066.993	4068.452	4065.761	4066.131	248	0	240
2026.07.30	09:07:00	4066.175	4068.794	4065.818	4068.794	290	0	240
2026.07.30	09:08:00	4068.482	4068.819	4066.566	4067.231	339	0	240
2026.07.30	09:09:00	4067.285	4068.931	4066.958	4067.442	223	0	240
2026.07.30	09:10:00	4067.367	4067.825	4065.360	4066.375	220	0	240
2026.07.30	09:11:00	4066.137	4067.173	4065.939	4066.969	145	0	240
2026.07.30	09:12:00	4066.979	4067.619	4064.985	4065.035	165	0	240
2026.07.30	09:13:00	4065.091	4066.077	4064.883	4065.592	167	0	240
2026.07.30	09:14:00	4065.595	4069.300	4065.527	4066.077	383	0	240
2026.07.30	09:15:00	4066.128	4066.626	4064.283	4064.888	457	0	240
2026.07.30	09:16:00	4065.136	4066.703	4064.540	4066.304	319	0	240
2026.07.30	09:17:00	4066.182	4066.917	4065.281	4065.610	291	0	240
2026.07.30	09:18:00	4065.824	4067.313	4065.658	4067.028	216	0	240
2026.07.30	09:19:00	4067.078	4067.588	4065.534	4066.667	315	0	240
2026.07.30	09:20:00	4066.749	4068.024	4066.524	4068.024	345	0	240
2026.07.30	09:21:00	4067.732	4072.294	4066.764	4071.866	378	0	240
2026.07.30	09:22:00	4071.923	4071.923	4069.581	4069.601	207	0	240
2026.07.30	09:23:00	4069.367	4070.415	4068.741	4070.001	221	0	240
2026.07.30	09:24:00	4069.950	4070.955	4068.900	4070.230	233	0	240
2026.07.30	09:25:00	4070.276	4072.322	4069.708	4072.322	246	0	240
2026.07.30	09:26:00	4072.143	4072.542	4070.166	4070.500	205	0	240
2026.07.30	09:27:00	4070.710	4071.866	4070.314	4071.817	186	0	240
